41	2	10100472905	101	J 	1	000022	 	 	003	0	2017070200000031	20991231	20170702	3	糖糖
42	2	10100472909	101	J 	1	000022	 	 	000	2	2017062600000134	20991231	20170626	3	LALALA
43	2	10100472909	101	J 	3	000001	 	 	000	1	2017062600000135	20991231	20170626	3	LALALA
44	2	10100472909	101	J 	5	050004	 	 	000	1	2017070300000044	20991231	20170703	3	LALALA
45	2	10100472910	101	J 	1	202001	 	 	000	2	2017062600000136	20991231	20170626	3	AAAA
46	2	10100472912	101	  	0	159001	159001	99	200	1	2017062300000086	20991231	20170623	13	姜机构0623
47	2	10100472912	101	  	0	24001	24001	99	000	3	2017062300000090	20991231	20170623	13	姜机构0623
48	2	10100472912	101	J 	5	050004	 	 	300	0	2017062300000091	20991231	20170623	3	姜机构0623
49	2	10100472918	101	  	0	 	ZZ12111111	 	200	3	2017062300000059	20991231	20170623	13	AAAA
50	2	10100472918	101	  	0	159001	159001	99	200	0	2017062300000061	20991231	20170623	13	AAAA
1	0	10100472919	101	  	0	TTTT3333	 	 	200	3	2017062300000060	20991231	20170623	13	BBBB
2	0	10100472920	101	J 	3	000001	 	 	300	0	2017062300000058	20991231	20170623	3	年长者
3	0	10100473012	101	  	0	100001	ZXLC100001	0G02T000	004	3	2017062700000080	20991231	20170627	13	壁虎
4	0	10100473030	101	J 	1	202001	 	 	005	0	2017070300000007	20991231	20170703	3	姜个人0627
5	0	10100473033	101	  	0	100002	ZXLC100002	0G02T000	002	1	2017063000000073	20991231	20170630	13	姜个人0627
6	0	10100473033	101	  	0	100001	ZXLC100001	0G02T000	006	0	2017070300000015	20991231	20170703	13	姜个人0627
7	0	10100473040	101	J 	1	000022	 	 	003	3	2017062700000055	20991231	20170627	3	AAAA
8	0	10100473050	101	J 	1	000022	 	 	000	0	2017070200000094	20991231	20170702	3	AAAA
9	0	10100473061	101	  	0	 	123321	 	002	1	2017063000000081	20991231	20170630	13	最低类别客户江米
10	0	10100473068	101	J 	3	000001	 	 	002	0	2017063000000072	20991231	20170630	3	姜产品111
11	0	10100473088	101	  	0	100002	ZXLC100002	0G02T000	000	0	2017070200000095	20991231	20170702	13	葫芦
12	0	10100473091	101	  	0	100003	ZXLC100003	0G02T000	002	1	2017063000000075	20991231	20170630	13	斑马
13	0	10100473091	101	  	0	100002	ZXLC100002	0G02T000	000	1	2017070200000024	20991231	20170702	13	斑马
14	0	10100473096	101	J 	1	000022	 	 	000	1	2017070200000025	20991231	20170702	3	杏仁
15	0	10100473126	101	  	0	 	Z123321	 	004	1	2017063000000002	20991231	20170630	13	AAAA
16	0	10100473205	101	J 	0	 	 	 	000	1	2017070300000079	20991231	20170703	3	姜个人0703
17	0	10100473205	101	J 	1	202001	 	 	000	0	2017070300000080	20991231	20170703	3	姜个人0703
18	0	10100473205	101	J 	1	000022	 	 	000	0	2017070300000082	20991231	20170703	3	姜个人0703
19	0	10100473205	101	  	0	100001	ZXLC100001	0G02T000	001	0	2017070300000087	20991231	20170703	13	姜个人0703
20	0	10100473205	101	  	0	100002	ZXLC100002	0G02T000	000	3	2017070300000088	20991231	20170703	13	姜个人0703
21	0	10100473205	101	  	0	100003	ZXLC100003	0G02T000	005	0	2017070300000089	20991231	20170703	13	姜个人0703
22	0	10100473205	101	  	0	100004	ZXLC100004	0G02T000	005	0	2017070300000090	20991231	20170703	13	姜个人0703
23	0	10100473205	101	  	0	100005	ZXLC100005	0G02T000	005	0	2017070300000094	20991231	20170703	13	姜个人0703
24	0	10100473205	101	J 	5	050004	 	 	000	0	2017070300000095	20991231	20170703	3	姜个人0703
25	0	10100473205	101	J 	5	050004	 	 	000	0	2017070300000096	20991231	20170703	3	姜个人0703
26	0	10100473205	101	J 	3	000001	 	 	000	0	2017070300000097	20991231	20170703	3	姜个人0703
27	0	10100473208	101	J 	1	202001	 	 	000	1	2017070300000111	20991231	20170703	3	姜个人0703
28	0	10100473208	101	J 	5	050004	 	 	000	1	2017070300000114	20991231	20170703	3	姜个人0703
29	0	10100473208	101	J 	3	000001	 	 	000	1	2017070300000115	20991231	20170703	3	姜个人0703
30	0	10100473208	101	J 	1	000022	 	 	000	1	2017070300000118	20991231	20170703	3	姜个人0703
31	0	10100473209	101	J 	1	202001	 	 	001	2	2017070300000086	20991231	20170703	3	抹茶
32	0	10100473209	101	  	0	100003	ZXLC100003	0G02T000	005	0	2017070300000102	20991231	20170703	13	抹茶
33	0	10100473210	101	J 	1	202001	 	 	005	0	2017070300000098	20991231	20170703	3	LALALA1
34	0	10100473218	101	  	0	100001	ZXLC100001	0G02T000	000	0	2017070300000177	20991231	20170703	13	姜个人0703
35	0	10100473218	101	  	0	100002	ZXLC100002	0G02T000	000	0	2017070300000181	20991231	20170703	13	姜个人0703
36	0	10100473218	101	  	0	100003	ZXLC100003	0G02T000	000	0	2017070300000184	20991231	20170703	13	姜个人0703
37	0	10100473218	101	  	0	100004	ZXLC100004	0G02T000	000	0	2017070300000185	20991231	20170703	13	姜个人0703
38	0	10100473218	101	  	0	100005	ZXLC100005	0G02T000	000	0	2017070300000186	20991231	20170703	13	姜个人0703
39	0	10100473235	101	  	0	100001	ZXLC100001	0G02T000	200	3	2017070400000044	20991231	20170704	13	彩虹糖
40	0	10100473252	101	  	0	100001	ZXLC100001	0G02T000	200	3	2017070500000089	20991231	20170705	13	姜个人0705
41	0	10105710630	101	J 	3	000001	 	 	   	0	2017122800000012	20991231	20171228	3	AAAA
42	0	10105710646	101	J 	3	000001	 	 	   	3	2017122700000076	20991231	20171227	3	AAAA
43	0	10105710646	101	J 	5	050004	 	 	   	3	2017122700000078	20991231	20171227	3	AAAA
44	0	10105711099	101	J 	3	000001	 	 	   	2	2017122700000022	20991231	20171227	3	姜变更
45	0	10105716673	101	J 	1	000022	 	 	   	2	2017122700000057	20991231	20171227	3	姜个人12270000000000000000000000
46	0	10105716673	101	J 	3	000001	 	 	   	3	2017122700000077	20991231	20171227	3	姜个人12270000000000000000000000
47	0	10105716678	101	J 	1	000022	 	 	006	1	2017122700000082	20991231	20171227	3	wwqwqwwqwqw
