57	10100473209	101	J 	1	202001			001	2	2017070300000086	20991231	20170703	3	抹茶
58	10100473209	101	  	0	100003	ZXLC100003	0G02T000	005	0	2017070300000102	20991231	20170703	13	抹茶
59	10100473210	101	J 	1	202001			005	0	2017070300000098	20991231	20170703	3	LALALA1
60	10100473205	101	J 	1	202001			000	0	2017070300000080	20991231	20170703	3	姜个人0703
61	10100473208	101	J 	1	202001			000	1	2017070300000111	20991231	20170703	3	姜个人0703
62	10100473208	101	J 	5	050004			000	1	2017070300000114	20991231	20170703	3	姜个人0703
63	10100473205	101	J 	1	000022			000	0	2017070300000082	20991231	20170703	3	姜个人0703
64	10100473205	101	  	0	100001	ZXLC100001	0G02T000	001	0	2017070300000087	20991231	20170703	13	姜个人0703
65	10100473235	101	  	0	100001	ZXLC100001	0G02T000	200	3	2017070400000044	20991231	20170704	13	彩虹糖
66	10100473252	101	  	0	100001	ZXLC100001	0G02T000	200	3	2017070500000089	20991231	20170705	13	姜个人0705
67	10100473205	101	  	0	100002	ZXLC100002	0G02T000	000	3	2017070300000088	20991231	20170703	13	姜个人0703
68	10100473205	101	  	0	100003	ZXLC100003	0G02T000	005	0	2017070300000089	20991231	20170703	13	姜个人0703
69	10100473205	101	  	0	100004	ZXLC100004	0G02T000	005	0	2017070300000090	20991231	20170703	13	姜个人0703
70	10100473205	101	  	0	100005	ZXLC100005	0G02T000	005	0	2017070300000094	20991231	20170703	13	姜个人0703
71	10100473205	101	J 	5	050004			000	0	2017070300000095	20991231	20170703	3	姜个人0703
72	10100473205	101	J 	5	050004			000	0	2017070300000096	20991231	20170703	3	姜个人0703
73	10100473061	101	  	0		123321		002	1	2017063000000081	20991231	20170630	13	最低类别客户江米
74	10100473205	101	J 	0				000	1	2017070300000079	20991231	20170703	3	姜个人0703
75	10100473218	101	  	0	100001	ZXLC100001	0G02T000	000	0	2017070300000177	20991231	20170703	13	姜个人0703
76	10100473218	101	  	0	100002	ZXLC100002	0G02T000	000	0	2017070300000181	20991231	20170703	13	姜个人0703
77	10100473218	101	  	0	100003	ZXLC100003	0G02T000	000	0	2017070300000184	20991231	20170703	13	姜个人0703
78	10100473218	101	  	0	100004	ZXLC100004	0G02T000	000	0	2017070300000185	20991231	20170703	13	姜个人0703
79	10100371962	101	J 	5	050004			000	3	2017042800000200	20991231	20170428	3	黄河
80	10100473218	101	  	0	100005	ZXLC100005	0G02T000	000	0	2017070300000186	20991231	20170703	13	姜个人0703
81	10100371962	101	J 	1	000022			000	3	2017042800000193	20991231	20170428	3	黄河
82	10100371962	101	J 	1	202001			000	1	2017042800000188	20991231	20170428	3	黄河
83	10100472212	101	J 	5	050004			300	1	2017061700000002	20991231	20170617	3	AAAA
84	10100472182	101	  	0		789987		003	1	2017062700000043	20991231	20170627	13	姜个人06511
85	10100472013	101	J 	1	000022			001	0	2017051600000035	20991231	20170516	3	预约1
86	10100472011	101	J 	1	202001			300	0	2017051600000047	20991231	20170516	3	山海
87	10100472003	101	J 	3	000001			300	0	2017051600000044	20991231	20170516	3	机构名字要长常常
88	10100371305	101	J 	1	000022			100	3	2017042800000174	20991231	20170428	3	田如兄
89	10100371305	101	J 	3	000001			105	3	2017042800000171	20991231	20170428	3	田如兄
90	10105710630	101	J 	3	000001			   	0	2017122800000012	20991231	20171228	3	AAAA
91	10105710646	101	J 	3	000001			   	3	2017122700000076	20991231	20171227	3	AAAA
92	10105710646	101	J 	5	050004			   	3	2017122700000078	20991231	20171227	3	AAAA
93	10105711099	101	J 	3	000001			   	2	2017122700000022	20991231	20171227	3	姜变更
94	10100371959	101	J 	1	000022			300	1	2017042800000072	20991231	20170428	3	10100371959
95	10105716673	101	J 	1	000022			   	2	2017122700000057	20991231	20171227	3	姜个人12270000000000000000000000
96	10105716673	101	J 	3	000001			   	3	2017122700000077	20991231	20171227	3	姜个人12270000000000000000000000
97	10105716678	101	J 	1	000022			006	1	2017122700000082	20991231	20171227	3	wwqwqwwqwqw
